2017-05-07 20:15:04,060 [Worker-0] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: HommyAdministratorService:HommyAdministratorService:0.0.1-SNAPSHOT @ C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\pom.xml.
2017-05-24 20:05:52,330 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:05:52,353 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:05:52,554 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:05:52,561 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:06:53,074 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:06:53,120 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:06:53,164 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:06:53,175 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:07:22,903 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:07:22,953 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:07:22,955 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:07:22,961 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:07:41,370 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:07:41,471 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:07:41,478 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:07:41,490 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:07:57,447 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:07:57,495 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:07:57,496 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:07:57,506 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:08:52,855 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:08:52,966 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:08:52,975 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:08:52,993 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:09:49,500 [Worker-972] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:09:49,509 [Worker-972] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:09:49,510 [Worker-972] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:09:49,518 [Worker-972] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:10:22,234 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:22,355 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:10:22,389 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:22,403 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:10:25,476 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:25,485 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:10:25,486 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:25,496 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:10:35,424 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:35,438 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:10:35,445 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:35,452 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:10:57,819 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:57,827 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:10:57,830 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:10:57,838 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:11:39,982 [Worker-969] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:11:39,998 [Worker-969] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:11:40,005 [Worker-969] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:11:40,011 [Worker-969] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:12:08,385 [Worker-970] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:12:08,398 [Worker-970] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:12:08,399 [Worker-970] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:12:08,407 [Worker-970] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:12:29,121 [Worker-972] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:12:29,131 [Worker-972] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:12:29,138 [Worker-972] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:12:29,143 [Worker-972] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:13:59,660 [Worker-973] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:13:59,666 [Worker-973] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:13:59,667 [Worker-973] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:13:59,674 [Worker-973] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:14:51,324 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:14:51,335 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:14:51,344 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:14:51,350 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:16:24,186 [Worker-970] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:16:24,215 [Worker-970] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:16:24,223 [Worker-970] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:16:24,235 [Worker-970] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:16:38,943 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:16:38,955 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:16:38,962 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:16:38,967 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:18:22,527 [Worker-975] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:18:22,539 [Worker-975] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:18:22,540 [Worker-975] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:18:22,550 [Worker-975] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:18:46,083 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:18:46,097 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:18:46,104 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:18:46,111 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:18:59,304 [Worker-968] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:18:59,311 [Worker-968] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:18:59,312 [Worker-968] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:18:59,321 [Worker-968] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:19:18,890 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:19:18,904 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:19:18,910 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:19:18,916 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:19:41,471 [Worker-976] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:19:41,482 [Worker-976] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:19:41,484 [Worker-976] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:19:41,496 [Worker-976] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:20:35,140 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:20:35,157 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:20:35,168 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:20:35,175 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:20:41,592 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:20:41,598 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:20:41,599 [Worker-967] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:20:41,605 [Worker-967] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:20:47,980 [Worker-972] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:20:47,998 [Worker-972] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:20:48,004 [Worker-972] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:20:48,010 [Worker-972] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:21:10,200 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:10,208 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:21:10,209 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:10,216 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:21:16,452 [Worker-970] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:16,469 [Worker-970] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:21:16,475 [Worker-970] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:16,482 [Worker-970] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:21:36,011 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:36,017 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:21:36,018 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:36,024 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:21:55,382 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:55,398 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:21:55,404 [Worker-961] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:21:55,412 [Worker-961] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:23:56,453 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:23:56,459 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:23:56,460 [Worker-971] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:23:56,468 [Worker-971] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:24:29,124 [Worker-973] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:24:29,138 [Worker-973] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:24:29,146 [Worker-973] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:24:29,154 [Worker-973] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:31:50,348 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:31:50,359 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:31:50,361 [Worker-960] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:31:50,375 [Worker-960] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:32:12,300 [Worker-976] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:32:12,335 [Worker-976] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:32:12,343 [Worker-976] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:32:12,351 [Worker-976] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:35:04,712 [Worker-978] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:35:04,719 [Worker-978] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\main\resources
2017-05-24 20:35:04,720 [Worker-978] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
2017-05-24 20:35:04,754 [Worker-978] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Десислав\Documents\GitHub\HommyProject\Hommy\HommyAdministratorService\src\test\resources
2017-05-24 20:35:58,222 [Worker-976] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1251 actually) to copy filtered resources, i.e. build is platform dependent!
